loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN005960,CUS011486,Gold Loan,978810,11.25,Approved,2023-11-25
LOAN005961,CUS012377,Car Loan,5398236,13.56,Approved,2023-02-06
LOAN005962,CUS016873,Personal Loan,2813140,7.94,Pending,2023-11-02
LOAN005963,CUS000327,Personal Loan,191150,12.62,Approved,2021-05-03
LOAN005964,CUS013749,Gold Loan,906762,11.99,Approved,2021-11-21
LOAN005965,CUS008254,Business Loan,1380006,11.92,Pending,2023-08-25
LOAN005966,CUS011302,Business Loan,8162685,11.71,Approved,2020-08-19
LOAN005967,CUS003128,Car Loan,5510810,13.78,Approved,2024-07-19
LOAN005968,CUS006324,Car Loan,459307,12.5,Approved,2020-03-12
LOAN005969,CUS018192,Gold Loan,593876,11.5,Closed,2023-12-28
LOAN005970,CUS019059,Home Loan,230977,13.73,Approved,2021-12-12
LOAN005971,CUS017718,Gold Loan,807064,11.03,Approved,2025-02-15
LOAN005972,CUS000147,Education Loan,167383,11.36,Approved,2020-06-07
LOAN005973,CUS009150,Personal Loan,225414,8.47,Closed,2024-06-26
LOAN005974,CUS012270,Home Loan,4580705,9.48,Approved,2020-12-18
LOAN005975,CUS004644,Business Loan,9358758,12.46,Approved,2022-07-04
LOAN005976,CUS009272,Gold Loan,5902779,11.82,Pending,2022-04-05
LOAN005977,CUS014205,Business Loan,8724070,7.46,Closed,2020-02-13
LOAN005978,CUS006075,Personal Loan,171225,9.84,Approved,2020-05-09
LOAN005979,CUS015225,Education Loan,1983335,9.23,Approved,2025-03-16
LOAN005980,CUS007755,Personal Loan,1634128,8.71,Approved,2023-03-01
LOAN005981,CUS012437,Car Loan,185106,8.27,Approved,2023-01-01
LOAN005982,CUS017757,Business Loan,147717,10.09,Approved,2020-10-07
LOAN005983,CUS010864,Personal Loan,9598933,11.19,Approved,2021-02-11
LOAN005984,CUS006045,Personal Loan,163882,13.68,Approved,2021-03-02
LOAN005985,CUS006996,Education Loan,255199,13.34,Approved,2024-02-17
LOAN005986,CUS000173,Education Loan,168892,8.6,Approved,2023-08-17
LOAN005987,CUS019779,Gold Loan,586477,9.72,Approved,2025-11-21
LOAN005988,CUS014367,Personal Loan,196659,8.1,Pending,2023-06-14
LOAN005989,CUS014898,Car Loan,280813,10.76,Approved,2023-07-07
LOAN005990,CUS006087,Car Loan,292140,12.03,Approved,2020-04-14
LOAN005991,CUS006330,Business Loan,5660831,7.36,Approved,2025-08-20
LOAN005992,CUS004653,Business Loan,99501,7.6,Approved,2020-08-11
LOAN005993,CUS019697,Gold Loan,155516,8.27,Approved,2025-11-08
LOAN005994,CUS005779,Education Loan,266479,13.4,Approved,2025-10-14
LOAN005995,CUS004494,Personal Loan,173048,12.69,Closed,2020-09-08
LOAN005996,CUS002197,Home Loan,7503259,10.74,Pending,2025-09-13
LOAN005997,CUS007485,Gold Loan,115265,7.73,Approved,2024-12-04
LOAN005998,CUS009624,Personal Loan,170250,12.61,Approved,2022-12-10
LOAN005999,CUS018006,Home Loan,219721,11.63,Approved,2025-10-17
LOAN006000,CUS019257,Education Loan,5503148,7.83,Approved,2022-06-11
LOAN006001,CUS012817,Education Loan,2391843,10.77,Approved,2020-02-22
LOAN006002,CUS011764,Home Loan,2824962,10.87,Pending,2024-08-21
LOAN006003,CUS009486,Business Loan,57007,11.03,Approved,2024-03-26
LOAN006004,CUS005645,Gold Loan,8596240,9.3,Approved,2023-06-17
LOAN006005,CUS003769,Personal Loan,274462,10.72,Pending,2023-12-20
LOAN006006,CUS002461,Education Loan,953310,9.01,Closed,2022-03-06
LOAN006007,CUS011749,Education Loan,320852,10.49,Approved,2024-08-11
LOAN006008,CUS008054,Gold Loan,125637,10.6,Approved,2022-01-01
LOAN006009,CUS000016,Education Loan,280445,10.8,Approved,2024-04-23
LOAN006010,CUS008567,Business Loan,2667985,7.3,Approved,2021-05-09
LOAN006011,CUS013321,Business Loan,83816,12.66,Pending,2021-05-28
LOAN006012,CUS014216,Business Loan,171747,11.29,Approved,2021-08-27
LOAN006013,CUS003057,Business Loan,106860,12.4,Approved,2020-08-06
LOAN006014,CUS008864,Home Loan,67628,9.13,Pending,2021-03-26
LOAN006015,CUS000494,Gold Loan,175927,11.15,Pending,2020-03-28
LOAN006016,CUS008625,Car Loan,7713560,7.87,Approved,2024-02-20
LOAN006017,CUS005657,Car Loan,153327,12.14,Approved,2021-01-08
LOAN006018,CUS015907,Gold Loan,8613817,10.27,Approved,2023-02-13
LOAN006019,CUS012627,Personal Loan,150076,11.26,Approved,2021-05-25
LOAN006020,CUS010532,Personal Loan,155229,12.13,Approved,2023-04-01
LOAN006021,CUS015235,Business Loan,231500,12.95,Pending,2020-04-08
LOAN006022,CUS015735,Personal Loan,5065253,9.9,Approved,2025-12-19
LOAN006023,CUS009642,Education Loan,5046200,10.44,Pending,2025-08-20
LOAN006024,CUS005693,Home Loan,1802354,9.91,Approved,2024-06-16
LOAN006025,CUS006302,Business Loan,169694,11.58,Approved,2020-01-27
LOAN006026,CUS019676,Car Loan,2479556,12.02,Approved,2020-11-24
LOAN006027,CUS009478,Personal Loan,6724079,8.27,Pending,2022-06-24
LOAN006028,CUS013102,Home Loan,157305,8.26,Approved,2024-10-28
LOAN006029,CUS005326,Business Loan,429835,9.53,Approved,2021-11-19
LOAN006030,CUS016822,Car Loan,790525,10.51,Approved,2025-03-02
LOAN006031,CUS011009,Car Loan,152102,9.18,Approved,2023-09-03
LOAN006032,CUS017408,Car Loan,185368,12.26,Approved,2020-09-07
LOAN006033,CUS009999,Car Loan,88476,11.51,Closed,2021-07-11
LOAN006034,CUS001697,Home Loan,159864,12.42,Pending,2024-08-22
LOAN006035,CUS018264,Gold Loan,88120,13.79,Approved,2022-01-12
LOAN006036,CUS010887,Gold Loan,189776,13.19,Approved,2021-10-05
LOAN006037,CUS016055,Education Loan,605211,11.52,Approved,2024-07-11
LOAN006038,CUS019947,Gold Loan,161226,11.51,Approved,2021-11-13
LOAN006039,CUS004528,Personal Loan,248445,8.43,Approved,2023-04-22
LOAN006040,CUS011750,Business Loan,80827,9.23,Approved,2024-02-27
LOAN006041,CUS010985,Home Loan,2820323,9.65,Pending,2020-11-15
LOAN006042,CUS009808,Business Loan,178333,7.28,Approved,2020-12-16
LOAN006043,CUS004274,Business Loan,1957413,9.82,Approved,2020-11-04
LOAN006044,CUS006228,Education Loan,53442,13.07,Approved,2020-10-21
LOAN006045,CUS010976,Personal Loan,177781,7.67,Pending,2021-10-16
LOAN006046,CUS019800,Education Loan,157577,8.77,Approved,2020-09-16
LOAN006047,CUS010374,Home Loan,85494,10.47,Pending,2020-05-05
LOAN006048,CUS013812,Gold Loan,159766,8.48,Pending,2020-04-04
LOAN006049,CUS016792,Education Loan,107117,13.77,Approved,2020-03-17
LOAN006050,CUS004251,Business Loan,216909,10.37,Pending,2023-09-13
LOAN006051,CUS006615,Car Loan,257272,8.58,Approved,2025-10-14
LOAN006052,CUS015516,Education Loan,225705,10.59,Approved,2020-11-09
LOAN006053,CUS018175,Business Loan,792994,9.18,Closed,2025-05-09
LOAN006054,CUS009893,Home Loan,63233,10.86,Pending,2024-10-11
LOAN006055,CUS009713,Business Loan,62679,7.72,Pending,2023-04-10
LOAN006056,CUS016289,Education Loan,2331967,8.25,Pending,2021-11-05
LOAN006057,CUS006813,Education Loan,61756,13.44,Approved,2023-09-28
LOAN006058,CUS019736,Business Loan,831947,11.97,Approved,2021-01-18
LOAN006059,CUS009347,Home Loan,2282589,13.23,Pending,2021-06-21
LOAN006060,CUS007630,Home Loan,200412,7.63,Closed,2023-08-23
LOAN006061,CUS004360,Car Loan,366054,13.23,Approved,2025-09-03
LOAN006062,CUS013428,Car Loan,6329826,11.37,Approved,2025-08-05
LOAN006063,CUS008587,Gold Loan,343674,7.39,Closed,2024-03-09
LOAN006064,CUS017253,Car Loan,60186,9.03,Approved,2025-06-24
LOAN006065,CUS003687,Home Loan,178709,11.13,Approved,2021-07-13
LOAN006066,CUS012834,Business Loan,429904,9.49,Closed,2021-09-09
LOAN006067,CUS019913,Personal Loan,823581,13.09,Approved,2024-06-16
LOAN006068,CUS017298,Gold Loan,140873,7.68,Approved,2020-02-27
LOAN006069,CUS017381,Car Loan,1366991,8.84,Approved,2023-10-05
LOAN006070,CUS008806,Education Loan,4554370,13.77,Approved,2022-08-12
LOAN006071,CUS017409,Education Loan,62437,12.25,Approved,2022-12-12
LOAN006072,CUS006929,Personal Loan,155618,10.68,Approved,2022-06-16
LOAN006073,CUS013945,Car Loan,3086717,12.47,Pending,2022-02-21
LOAN006074,CUS016257,Home Loan,210968,8.13,Approved,2021-09-04
LOAN006075,CUS006920,Personal Loan,368083,11.55,Approved,2021-06-03
LOAN006076,CUS006089,Business Loan,4603762,11.06,Approved,2020-06-11
LOAN006077,CUS019288,Home Loan,827150,8.38,Approved,2023-04-25
LOAN006078,CUS018486,Gold Loan,191667,7.29,Closed,2025-02-20
LOAN006079,CUS005017,Business Loan,187407,12.48,Approved,2025-06-09
LOAN006080,CUS018228,Business Loan,73828,9.65,Pending,2024-12-13
LOAN006081,CUS012542,Business Loan,202408,11.28,Approved,2024-08-02
LOAN006082,CUS016140,Home Loan,4873173,8.52,Closed,2024-02-24
LOAN006083,CUS001923,Personal Loan,3368438,9.65,Pending,2023-11-01
LOAN006084,CUS004615,Education Loan,80900,12.22,Approved,2023-05-18
LOAN006085,CUS006979,Business Loan,187486,12.62,Approved,2021-10-19
LOAN006086,CUS002561,Personal Loan,76174,7.81,Approved,2023-07-11
LOAN006087,CUS003916,Gold Loan,5515635,8.1,Approved,2020-03-27
LOAN006088,CUS002183,Education Loan,98668,10.05,Approved,2022-08-07
LOAN006089,CUS015312,Education Loan,288202,10.04,Approved,2021-09-22
LOAN006090,CUS006247,Education Loan,58199,13.68,Approved,2025-11-02
LOAN006091,CUS008314,Personal Loan,8779885,9.0,Approved,2020-06-09
LOAN006092,CUS006547,Home Loan,240678,11.84,Approved,2022-11-01
LOAN006093,CUS017995,Education Loan,2583409,11.7,Approved,2020-03-15
LOAN006094,CUS019921,Personal Loan,2558296,10.61,Pending,2021-07-18
LOAN006095,CUS000743,Personal Loan,5488200,9.15,Approved,2025-09-14
LOAN006096,CUS015812,Business Loan,297006,12.0,Approved,2023-06-03
LOAN006097,CUS002337,Education Loan,4067814,12.05,Pending,2025-12-17
LOAN006098,CUS007275,Gold Loan,103686,9.05,Approved,2021-04-15
LOAN006099,CUS007316,Personal Loan,706154,8.4,Pending,2024-10-12
LOAN006100,CUS002083,Gold Loan,446224,8.72,Approved,2023-05-13
LOAN006101,CUS014545,Business Loan,252054,9.38,Approved,2021-03-13
LOAN006102,CUS014361,Business Loan,908824,12.47,Approved,2021-05-03
LOAN006103,CUS001978,Gold Loan,225020,7.75,Approved,2021-05-17
LOAN006104,CUS006670,Business Loan,1929552,7.23,Approved,2025-05-11
LOAN006105,CUS008189,Personal Loan,125154,9.8,Pending,2023-08-22
LOAN006106,CUS004564,Business Loan,271028,13.04,Approved,2022-05-19
LOAN006107,CUS017127,Car Loan,6312620,12.67,Approved,2022-12-01
LOAN006108,CUS005001,Gold Loan,109886,9.08,Approved,2022-02-14
LOAN006109,CUS009538,Home Loan,224587,7.21,Closed,2020-07-02
LOAN006110,CUS013075,Business Loan,1439256,10.02,Closed,2020-05-24
LOAN006111,CUS003635,Car Loan,100721,8.44,Approved,2024-12-15
LOAN006112,CUS003296,Education Loan,142552,11.62,Closed,2023-10-09
LOAN006113,CUS017094,Car Loan,107209,13.66,Pending,2024-05-09
LOAN006114,CUS018623,Business Loan,738730,9.3,Approved,2024-10-06
LOAN006115,CUS010157,Car Loan,220280,12.01,Approved,2024-05-19
LOAN006116,CUS007759,Education Loan,1928966,10.66,Pending,2021-12-23
LOAN006117,CUS006892,Personal Loan,107438,7.8,Approved,2024-02-09
LOAN006118,CUS013951,Car Loan,2542457,10.8,Pending,2020-02-19
LOAN006119,CUS010802,Gold Loan,106737,11.6,Approved,2022-02-23
LOAN006120,CUS014105,Gold Loan,280460,11.27,Approved,2024-07-13
LOAN006121,CUS005690,Personal Loan,88892,13.65,Pending,2024-10-18
LOAN006122,CUS017481,Gold Loan,102980,8.25,Approved,2023-12-10
LOAN006123,CUS008269,Car Loan,253788,11.73,Approved,2023-12-22
LOAN006124,CUS001286,Education Loan,88735,9.72,Pending,2025-07-26
LOAN006125,CUS010084,Business Loan,1024992,9.71,Approved,2022-10-26
LOAN006126,CUS001935,Personal Loan,787347,10.34,Approved,2023-09-02
LOAN006127,CUS014405,Personal Loan,130127,10.51,Approved,2022-07-25
LOAN006128,CUS019481,Home Loan,2530622,8.05,Pending,2025-12-01
LOAN006129,CUS011295,Education Loan,652218,11.52,Closed,2022-07-05
LOAN006130,CUS008242,Gold Loan,1636644,12.6,Approved,2020-08-14
LOAN006131,CUS015878,Home Loan,180258,8.82,Closed,2023-11-10
LOAN006132,CUS013203,Gold Loan,77683,10.72,Approved,2025-11-18
LOAN006133,CUS012316,Car Loan,148173,9.19,Approved,2022-03-13
LOAN006134,CUS006050,Education Loan,2383155,9.61,Approved,2025-02-22
LOAN006135,CUS012355,Home Loan,389848,12.08,Approved,2020-08-22
LOAN006136,CUS009532,Education Loan,50517,13.56,Pending,2021-09-09
LOAN006137,CUS006820,Gold Loan,153407,12.48,Approved,2025-12-14
LOAN006138,CUS018229,Personal Loan,207580,12.67,Pending,2025-05-12
LOAN006139,CUS000376,Car Loan,248632,12.6,Approved,2024-12-23
LOAN006140,CUS010774,Education Loan,590685,12.78,Pending,2022-05-16
LOAN006141,CUS000779,Home Loan,1899027,7.31,Pending,2022-12-16
LOAN006142,CUS007255,Education Loan,178101,8.47,Approved,2023-01-05
LOAN006143,CUS016109,Personal Loan,96928,13.73,Approved,2021-12-09
LOAN006144,CUS011171,Home Loan,102996,12.78,Approved,2025-08-19
LOAN006145,CUS013121,Car Loan,903581,10.16,Approved,2023-04-10
LOAN006146,CUS011137,Business Loan,250556,11.3,Closed,2021-06-04
LOAN006147,CUS008614,Home Loan,112945,8.74,Approved,2021-03-03
LOAN006148,CUS018334,Home Loan,242913,11.35,Pending,2022-03-15
LOAN006149,CUS009865,Gold Loan,74895,13.74,Approved,2020-01-22
LOAN006150,CUS012918,Car Loan,184589,13.38,Approved,2025-04-21
LOAN006151,CUS005308,Personal Loan,1488761,11.72,Approved,2022-05-26
LOAN006152,CUS004932,Car Loan,922086,12.72,Approved,2022-06-24
LOAN006153,CUS011730,Car Loan,298837,11.56,Approved,2025-09-07
LOAN006154,CUS012519,Car Loan,288900,12.13,Approved,2021-09-01
LOAN006155,CUS010959,Home Loan,259427,13.23,Pending,2025-04-27
LOAN006156,CUS018071,Home Loan,103745,7.47,Approved,2025-11-14
LOAN006157,CUS008869,Car Loan,113118,12.31,Approved,2023-01-23
LOAN006158,CUS011899,Education Loan,173548,11.62,Approved,2020-12-16
LOAN006159,CUS006760,Gold Loan,91774,8.03,Pending,2020-05-14
LOAN006160,CUS015435,Education Loan,232131,12.87,Approved,2022-12-18
LOAN006161,CUS009246,Home Loan,199715,11.1,Approved,2021-11-02
LOAN006162,CUS018124,Car Loan,153904,7.78,Approved,2023-09-28
LOAN006163,CUS000819,Car Loan,843293,11.61,Approved,2021-10-25
LOAN006164,CUS017592,Personal Loan,232697,7.22,Closed,2023-02-23
LOAN006165,CUS003843,Business Loan,51432,11.81,Approved,2021-04-21
LOAN006166,CUS019107,Personal Loan,1842861,10.78,Pending,2025-08-11
LOAN006167,CUS005489,Gold Loan,284368,8.42,Approved,2024-04-01
LOAN006168,CUS016624,Gold Loan,7420142,13.41,Approved,2022-08-13
LOAN006169,CUS011959,Business Loan,101451,7.79,Approved,2021-07-20
LOAN006170,CUS000941,Education Loan,275413,12.01,Closed,2025-04-11
LOAN006171,CUS002860,Car Loan,222836,7.81,Pending,2022-06-22
LOAN006172,CUS009522,Business Loan,213790,12.07,Approved,2021-01-19
LOAN006173,CUS004923,Personal Loan,201516,9.49,Approved,2020-11-20
LOAN006174,CUS005630,Personal Loan,7390880,9.93,Approved,2023-09-14
LOAN006175,CUS000692,Gold Loan,231025,12.63,Approved,2023-03-13
LOAN006176,CUS011783,Home Loan,5223194,13.13,Pending,2022-09-18
LOAN006177,CUS019074,Gold Loan,156804,10.31,Approved,2020-09-10
LOAN006178,CUS010999,Gold Loan,246055,12.9,Approved,2025-07-01
LOAN006179,CUS008983,Car Loan,236431,8.43,Approved,2024-07-01
LOAN006180,CUS010191,Personal Loan,2116063,13.02,Closed,2022-11-26
LOAN006181,CUS001813,Personal Loan,298254,9.66,Approved,2020-07-22
LOAN006182,CUS012309,Education Loan,245511,10.37,Approved,2024-03-15
LOAN006183,CUS013196,Gold Loan,294551,10.19,Approved,2025-03-20
LOAN006184,CUS008471,Personal Loan,6155730,12.66,Approved,2021-04-11
LOAN006185,CUS015360,Gold Loan,160509,7.88,Approved,2020-09-08
LOAN006186,CUS007294,Business Loan,2889277,9.03,Approved,2022-10-11
LOAN006187,CUS015580,Home Loan,1286935,8.64,Pending,2020-05-14
LOAN006188,CUS016702,Business Loan,6366706,7.81,Approved,2024-07-19
LOAN006189,CUS011846,Home Loan,813268,8.46,Closed,2024-07-04
LOAN006190,CUS009107,Personal Loan,1068926,10.47,Pending,2023-01-13
LOAN006191,CUS007079,Gold Loan,3890708,8.17,Closed,2022-08-18
LOAN006192,CUS013348,Home Loan,58412,12.1,Pending,2021-09-19
LOAN006193,CUS007694,Education Loan,766067,10.67,Approved,2025-02-08
LOAN006194,CUS004631,Education Loan,250994,9.63,Approved,2025-04-22
LOAN006195,CUS004557,Car Loan,73844,9.04,Approved,2025-12-11
LOAN006196,CUS012667,Car Loan,407896,13.59,Pending,2024-10-10
LOAN006197,CUS004026,Car Loan,125407,8.09,Approved,2024-08-05
LOAN006198,CUS000162,Education Loan,273645,9.82,Approved,2020-03-06
LOAN006199,CUS019996,Car Loan,3702688,12.88,Pending,2024-11-04
LOAN006200,CUS000926,Education Loan,2622028,10.42,Pending,2023-12-08
LOAN006201,CUS013016,Gold Loan,648756,7.76,Approved,2022-10-19
LOAN006202,CUS017382,Car Loan,5481088,12.43,Pending,2024-04-22
LOAN006203,CUS003097,Personal Loan,263991,8.07,Approved,2025-08-11
LOAN006204,CUS008366,Home Loan,186227,8.52,Approved,2020-04-10
LOAN006205,CUS015943,Personal Loan,2162602,8.89,Approved,2020-10-05
LOAN006206,CUS000093,Personal Loan,210952,10.04,Approved,2021-11-26
LOAN006207,CUS004275,Gold Loan,624586,13.57,Approved,2022-09-26
LOAN006208,CUS012032,Business Loan,1675735,11.51,Pending,2020-03-28
LOAN006209,CUS012064,Car Loan,9206030,12.49,Approved,2024-01-15
LOAN006210,CUS000533,Business Loan,5436354,10.06,Approved,2025-01-25
LOAN006211,CUS005534,Personal Loan,109465,9.43,Approved,2024-06-21
LOAN006212,CUS018761,Home Loan,3919579,11.37,Approved,2022-07-23
LOAN006213,CUS002186,Home Loan,140951,13.09,Approved,2020-12-25
LOAN006214,CUS015352,Education Loan,1657217,13.06,Pending,2020-05-27
LOAN006215,CUS014440,Personal Loan,5812904,9.58,Pending,2023-08-20
LOAN006216,CUS016063,Personal Loan,116812,12.9,Approved,2025-02-28
LOAN006217,CUS019554,Personal Loan,1820063,8.37,Approved,2025-09-21
LOAN006218,CUS000752,Personal Loan,131635,11.77,Approved,2023-06-06
LOAN006219,CUS009735,Car Loan,7456900,7.5,Approved,2025-12-22
LOAN006220,CUS010701,Business Loan,104903,9.56,Approved,2025-02-17
LOAN006221,CUS002170,Car Loan,928616,10.0,Approved,2023-04-06
LOAN006222,CUS019447,Home Loan,200398,8.03,Approved,2020-07-10
LOAN006223,CUS003365,Education Loan,68167,7.83,Approved,2024-08-21
LOAN006224,CUS002084,Personal Loan,281920,11.27,Pending,2022-12-14
LOAN006225,CUS013178,Business Loan,218098,11.15,Approved,2025-11-14
LOAN006226,CUS005347,Car Loan,187993,7.99,Approved,2023-12-07
LOAN006227,CUS006054,Gold Loan,251159,11.65,Approved,2021-02-09
LOAN006228,CUS013527,Education Loan,218141,11.02,Approved,2022-07-15
LOAN006229,CUS017685,Home Loan,169281,12.88,Closed,2020-04-15
LOAN006230,CUS004438,Gold Loan,643926,10.02,Approved,2020-09-09
LOAN006231,CUS014657,Gold Loan,129842,8.36,Approved,2022-04-04
LOAN006232,CUS003139,Home Loan,291388,11.61,Approved,2024-05-13
LOAN006233,CUS018431,Education Loan,914318,12.23,Pending,2022-09-22
LOAN006234,CUS004413,Car Loan,195363,7.43,Approved,2020-10-06
LOAN006235,CUS001770,Car Loan,62756,7.45,Approved,2020-01-06
LOAN006236,CUS004205,Personal Loan,260182,13.62,Approved,2025-11-24
LOAN006237,CUS015847,Gold Loan,597261,11.01,Pending,2022-11-19
LOAN006238,CUS008676,Home Loan,180840,13.02,Approved,2020-06-08
LOAN006239,CUS019565,Personal Loan,211752,11.93,Closed,2020-10-17
LOAN006240,CUS008642,Gold Loan,265304,7.62,Pending,2024-11-04
LOAN006241,CUS009547,Car Loan,977075,12.24,Approved,2022-03-21
LOAN006242,CUS003477,Car Loan,219495,13.34,Approved,2020-08-27
LOAN006243,CUS012943,Home Loan,222988,11.01,Approved,2021-09-06
LOAN006244,CUS017689,Home Loan,2120769,7.46,Approved,2022-10-28
LOAN006245,CUS004379,Gold Loan,2953105,12.13,Approved,2023-10-02
LOAN006246,CUS019333,Home Loan,111107,8.04,Approved,2022-09-05
LOAN006247,CUS000957,Business Loan,537092,7.79,Approved,2024-03-09
LOAN006248,CUS005012,Gold Loan,1098299,10.68,Approved,2024-03-13
LOAN006249,CUS016571,Education Loan,2444808,11.74,Approved,2020-06-04
LOAN006250,CUS011353,Car Loan,270155,9.65,Pending,2025-01-16
LOAN006251,CUS008311,Business Loan,2285460,8.88,Approved,2025-05-24
LOAN006252,CUS004721,Gold Loan,6500082,7.6,Approved,2022-03-03
LOAN006253,CUS019939,Business Loan,769708,11.48,Pending,2024-12-21
LOAN006254,CUS004281,Home Loan,563481,10.24,Approved,2024-03-03
LOAN006255,CUS012214,Gold Loan,5203050,11.35,Approved,2023-03-03
LOAN006256,CUS010301,Business Loan,1176088,7.75,Pending,2023-03-12
LOAN006257,CUS004126,Personal Loan,2071546,9.11,Approved,2023-01-09
LOAN006258,CUS000759,Education Loan,2812959,11.46,Approved,2020-11-01
LOAN006259,CUS001144,Business Loan,250196,8.67,Pending,2021-03-13
LOAN006260,CUS012682,Education Loan,269174,12.66,Approved,2023-09-14
LOAN006261,CUS013627,Education Loan,2490344,11.33,Pending,2020-03-15
LOAN006262,CUS018702,Personal Loan,1165355,11.12,Approved,2025-05-02
LOAN006263,CUS010089,Car Loan,4763436,9.94,Pending,2021-09-18
LOAN006264,CUS011289,Gold Loan,2981476,8.67,Approved,2024-04-13
LOAN006265,CUS009621,Car Loan,5397135,12.86,Approved,2021-10-04
LOAN006266,CUS007430,Home Loan,9198641,8.64,Approved,2023-11-20
LOAN006267,CUS017692,Personal Loan,2806514,10.68,Pending,2022-05-08
LOAN006268,CUS016359,Home Loan,142213,12.65,Pending,2023-08-11
LOAN006269,CUS002444,Home Loan,148465,9.82,Approved,2020-11-06
LOAN006270,CUS015320,Gold Loan,60780,7.4,Approved,2021-03-17
LOAN006271,CUS005161,Home Loan,142290,7.38,Approved,2020-09-07
LOAN006272,CUS006527,Education Loan,1113547,10.63,Approved,2024-12-07
LOAN006273,CUS000923,Home Loan,272395,9.48,Approved,2024-07-02
LOAN006274,CUS013887,Car Loan,2584026,12.78,Pending,2020-11-09
LOAN006275,CUS002355,Car Loan,699304,11.34,Closed,2024-07-25
LOAN006276,CUS015461,Personal Loan,140686,7.41,Approved,2021-01-05
LOAN006277,CUS009981,Car Loan,1212167,13.29,Pending,2020-09-09
LOAN006278,CUS010814,Business Loan,9907077,10.17,Pending,2024-02-15
LOAN006279,CUS014519,Education Loan,177929,13.35,Approved,2025-10-12
LOAN006280,CUS006685,Business Loan,2991056,8.95,Approved,2020-01-01
LOAN006281,CUS003481,Home Loan,122172,8.25,Pending,2023-06-19
LOAN006282,CUS002854,Personal Loan,1171326,8.31,Closed,2023-01-14
LOAN006283,CUS002225,Education Loan,385453,9.89,Approved,2021-05-07
LOAN006284,CUS007051,Car Loan,171734,8.6,Approved,2022-11-02
LOAN006285,CUS007465,Gold Loan,217822,12.52,Approved,2025-01-22
LOAN006286,CUS007650,Car Loan,235333,9.84,Pending,2023-04-18
LOAN006287,CUS018420,Business Loan,212047,9.12,Pending,2025-09-12
LOAN006288,CUS010831,Business Loan,1267011,8.26,Pending,2021-05-03
LOAN006289,CUS013199,Car Loan,237899,12.41,Pending,2020-02-13
LOAN006290,CUS000572,Home Loan,121473,10.32,Pending,2024-03-22
LOAN006291,CUS019279,Business Loan,167357,10.34,Approved,2020-04-23
LOAN006292,CUS005140,Personal Loan,248663,9.62,Approved,2021-02-09
LOAN006293,CUS005530,Personal Loan,238403,13.27,Approved,2025-04-07
LOAN006294,CUS018916,Education Loan,9775319,13.21,Approved,2020-02-07
LOAN006295,CUS010698,Personal Loan,385307,10.91,Approved,2020-06-22
LOAN006296,CUS006113,Car Loan,501841,11.18,Pending,2022-12-13
LOAN006297,CUS005732,Education Loan,167855,10.63,Approved,2023-11-04
LOAN006298,CUS009377,Personal Loan,129432,13.79,Pending,2023-09-02
LOAN006299,CUS007363,Business Loan,161054,7.63,Pending,2023-12-02
LOAN006300,CUS004252,Business Loan,365056,8.54,Approved,2025-11-03
LOAN006301,CUS012477,Education Loan,844419,12.29,Pending,2024-10-14
LOAN006302,CUS010307,Gold Loan,2306411,10.92,Approved,2022-02-27
LOAN006303,CUS003927,Personal Loan,289478,7.74,Pending,2021-08-22
LOAN006304,CUS013400,Business Loan,68232,11.82,Pending,2024-12-27
LOAN006305,CUS010862,Gold Loan,105972,8.56,Closed,2025-01-10
LOAN006306,CUS007955,Personal Loan,2062015,12.65,Pending,2025-12-24
LOAN006307,CUS010125,Personal Loan,224119,11.02,Approved,2023-11-18
LOAN006308,CUS015155,Gold Loan,1529921,8.56,Pending,2023-03-07
LOAN006309,CUS015448,Business Loan,9078557,12.39,Approved,2022-12-07
LOAN006310,CUS003717,Business Loan,604319,10.27,Approved,2023-05-10
LOAN006311,CUS010861,Home Loan,804812,8.28,Approved,2022-05-08
LOAN006312,CUS011703,Car Loan,161800,11.45,Closed,2024-08-17
LOAN006313,CUS017483,Education Loan,106385,9.99,Approved,2023-11-09
LOAN006314,CUS004485,Home Loan,202183,13.43,Approved,2020-02-12
LOAN006315,CUS001192,Car Loan,180206,8.47,Pending,2024-12-25
LOAN006316,CUS017795,Education Loan,266841,11.99,Closed,2024-09-10
LOAN006317,CUS010513,Gold Loan,1595379,12.51,Approved,2023-12-13
LOAN006318,CUS017992,Business Loan,138853,7.89,Approved,2025-11-13
LOAN006319,CUS008022,Personal Loan,1570799,11.35,Approved,2021-08-04
LOAN006320,CUS008715,Education Loan,566277,11.22,Approved,2025-03-17
LOAN006321,CUS008923,Gold Loan,6783542,9.95,Pending,2020-10-27
LOAN006322,CUS005367,Home Loan,430443,8.25,Approved,2024-10-05
LOAN006323,CUS003463,Home Loan,82359,8.21,Pending,2022-03-04
LOAN006324,CUS012651,Education Loan,264393,12.75,Closed,2024-05-13
LOAN006325,CUS010218,Car Loan,278412,7.58,Pending,2021-02-05
LOAN006326,CUS014443,Business Loan,296124,12.39,Pending,2020-06-25
LOAN006327,CUS010195,Education Loan,291068,8.91,Pending,2025-05-27
LOAN006328,CUS002818,Gold Loan,113763,9.29,Pending,2023-08-13
LOAN006329,CUS006381,Home Loan,249413,9.38,Approved,2025-05-01
LOAN006330,CUS013007,Education Loan,161279,13.74,Approved,2022-09-08
