account_id,customer_id,branch_id,account_type,balance_usd,account_status,open_date
ACC009059,CUS007034,BR099,Savings,186067.54,Inactive,2024-07-14
ACC009060,CUS007035,BR037,Savings,46971.71,Active,2020-07-23
ACC009061,CUS007035,BR092,Salary,7966.16,Active,2019-08-31
ACC009062,CUS007035,BR010,Savings,171662.03,Active,2021-09-09
ACC009063,CUS007036,BR063,Current,708495.27,Active,2023-03-04
ACC009064,CUS007037,BR048,Savings,259145.28,Active,2023-03-03
ACC009065,CUS007038,BR066,Savings,78217.28,Active,2022-11-29
ACC009066,CUS007038,BR049,Savings,51903.4,Active,2022-09-26
ACC009067,CUS007039,BR068,Savings,48292.42,Active,2023-08-22
ACC009068,CUS007040,BR029,Savings,4219.98,Active,2022-06-27
ACC009069,CUS007041,BR071,Savings,279101.35,Active,2020-03-05
ACC009070,CUS007042,BR092,Savings,89875.72,Active,2020-07-16
ACC009071,CUS007043,BR077,Salary,413024.3,Active,2022-10-30
ACC009072,CUS007043,BR023,Savings,150397.14,Active,2022-07-02
ACC009073,CUS007043,BR100,Current,666453.28,Active,2022-10-15
ACC009074,CUS007044,BR095,Salary,207807.98,Active,2025-11-30
ACC009075,CUS007045,BR046,Savings,180516.27,Inactive,2024-11-18
ACC009076,CUS007045,BR061,Salary,94514.57,Active,2023-12-30
ACC009077,CUS007045,BR058,Savings,12022.61,Active,2023-05-25
ACC009078,CUS007046,BR063,Savings,165896.48,Closed,2021-11-05
ACC009079,CUS007047,BR026,Savings,210967.37,Active,2020-04-12
ACC009080,CUS007048,BR077,Savings,216433.25,Active,2023-07-27
ACC009081,CUS007049,BR045,Savings,5723.23,Closed,2019-04-07
ACC009082,CUS007049,BR026,Savings,161333.59,Active,2018-11-18
ACC009083,CUS007050,BR063,Current,1404294.8,Active,2025-06-18
ACC009084,CUS007051,BR024,Savings,42171.44,Inactive,2021-06-18
ACC009085,CUS007052,BR040,Current,311829.93,Active,2022-11-25
ACC009086,CUS007053,BR056,Savings,15845.71,Active,2020-09-08
ACC009087,CUS007053,BR056,Salary,274488.77,Active,2020-06-02
ACC009088,CUS007053,BR088,Savings,203813.79,Active,2018-09-21
ACC009089,CUS007054,BR048,Salary,37072.38,Inactive,2020-05-18
ACC009090,CUS007055,BR057,Savings,2382.33,Active,2024-07-20
ACC009091,CUS007056,BR023,Savings,215318.95,Active,2022-08-14
ACC009092,CUS007057,BR085,Savings,7566.48,Active,2019-11-19
ACC009093,CUS007058,BR049,Savings,98732.24,Active,2026-06-22
ACC009094,CUS007059,BR075,Salary,139720.4,Active,2021-01-28
ACC009095,CUS007060,BR072,Current,1361896.59,Active,2023-08-13
ACC009096,CUS007060,BR072,Savings,152551.91,Active,2022-06-09
ACC009097,CUS007061,BR034,Current,364560.16,Active,2020-04-24
ACC009098,CUS007061,BR002,Current,1441711.16,Active,2020-12-17
ACC009099,CUS007062,BR054,Savings,195518.93,Inactive,2020-01-10
ACC009100,CUS007063,BR056,Savings,156079.62,Active,2025-02-05
ACC009101,CUS007064,BR004,Savings,234276.38,Inactive,2020-12-16
ACC009102,CUS007065,BR083,Savings,87502.15,Closed,2025-03-04
ACC009103,CUS007066,BR052,Savings,207275.11,Active,2022-09-26
ACC009104,CUS007067,BR058,Savings,221368.77,Active,2023-08-09
ACC009105,CUS007067,BR012,Savings,6492.09,Active,2022-08-23
ACC009106,CUS007067,BR025,Savings,297731.76,Active,2022-12-17
ACC009107,CUS007068,BR031,Savings,69096.09,Active,2025-09-25
ACC009108,CUS007069,BR030,Savings,139493.93,Active,2018-11-22
ACC009109,CUS007069,BR044,Savings,138667.89,Active,2020-06-26
ACC009110,CUS007070,BR084,Savings,67927.21,Closed,2024-08-24
ACC009111,CUS007071,BR089,Current,996113.34,Active,2023-01-17
ACC009112,CUS007072,BR030,Savings,33896.17,Active,2026-07-23
ACC009113,CUS007072,BR011,Savings,217305.17,Active,2025-06-01
ACC009114,CUS007073,BR044,Savings,205253.82,Active,2025-07-24
ACC009115,CUS007074,BR048,Savings,11275.69,Active,2021-01-31
ACC009116,CUS007075,BR057,Current,1463359.09,Active,2021-11-09
ACC009117,CUS007076,BR023,Savings,266150.18,Active,2025-08-26
ACC009118,CUS007077,BR022,Savings,53200.01,Active,2023-10-10
ACC009119,CUS007078,BR064,Savings,248900.3,Active,2022-08-07
ACC009120,CUS007079,BR042,Current,1108588.8,Active,2019-12-04
ACC009121,CUS007080,BR091,Salary,172598.82,Active,2024-05-09
ACC009122,CUS007081,BR025,Savings,24676.19,Active,2023-04-07
ACC009123,CUS007082,BR080,Current,663017.41,Active,2025-02-23
ACC009124,CUS007082,BR081,Current,945234.42,Active,2025-11-29
ACC009125,CUS007083,BR019,Savings,46581.78,Active,2020-11-21
ACC009126,CUS007083,BR034,Current,144602.49,Active,2022-05-22
ACC009127,CUS007083,BR088,Savings,217019.0,Active,2022-01-10
ACC009128,CUS007084,BR023,Savings,278987.16,Active,2022-03-12
ACC009129,CUS007085,BR074,Savings,28718.25,Active,2023-06-29
ACC009130,CUS007085,BR025,Salary,188826.44,Active,2022-10-28
ACC009131,CUS007086,BR075,Savings,259302.81,Active,2020-12-20
ACC009132,CUS007087,BR032,Current,642517.22,Active,2022-05-19
ACC009133,CUS007088,BR038,Salary,273494.53,Active,2025-10-21
ACC009134,CUS007088,BR067,Savings,270018.35,Active,2024-07-09
ACC009135,CUS007089,BR056,Salary,498240.89,Active,2026-02-14
ACC009136,CUS007090,BR088,Savings,24725.01,Closed,2023-07-30
ACC009137,CUS007091,BR020,Current,403039.59,Active,2025-05-17
ACC009138,CUS007092,BR032,Savings,274456.19,Active,2021-08-07
ACC009139,CUS007093,BR012,Current,357962.79,Active,2018-04-18
ACC009140,CUS007094,BR080,Salary,272212.39,Active,2022-03-16
ACC009141,CUS007095,BR014,Savings,145482.6,Active,2026-03-05
ACC009142,CUS007096,BR011,Salary,295712.57,Active,2022-11-20
ACC009143,CUS007097,BR097,Savings,244208.31,Active,2025-02-23
ACC009144,CUS007098,BR074,Savings,47216.1,Active,2024-06-30
ACC009145,CUS007098,BR014,Savings,191065.62,Active,2024-12-08
ACC009146,CUS007098,BR025,Savings,200470.73,Active,2024-11-11
ACC009147,CUS007099,BR001,Savings,17669.37,Inactive,2022-04-19
ACC009148,CUS007100,BR098,Savings,200528.59,Active,2024-07-30
ACC009149,CUS007101,BR099,Savings,117057.73,Active,2020-10-12
ACC009150,CUS007102,BR070,Salary,168684.35,Active,2022-01-25
ACC009151,CUS007103,BR093,Salary,125011.15,Active,2019-11-01
ACC009152,CUS007104,BR099,Savings,220153.86,Active,2022-05-17
ACC009153,CUS007105,BR012,Fixed Deposit,1387312.16,Inactive,2022-01-22
ACC009154,CUS007106,BR034,Savings,7834.36,Active,2021-12-20
ACC009155,CUS007106,BR068,Savings,164602.81,Active,2020-11-11
ACC009156,CUS007107,BR037,Savings,166602.91,Active,2023-02-25
ACC009157,CUS007107,BR002,Savings,108426.59,Active,2024-12-16
ACC009158,CUS007108,BR020,Salary,290397.24,Active,2021-05-22
ACC009159,CUS007108,BR025,Current,1432263.26,Inactive,2021-09-30
ACC009160,CUS007109,BR007,Current,1297046.33,Active,2024-02-05
ACC009161,CUS007110,BR100,Salary,225218.08,Active,2025-06-08
ACC009162,CUS007111,BR054,Savings,109366.98,Active,2021-07-23
ACC009163,CUS007112,BR012,Salary,35826.07,Active,2022-01-02
ACC009164,CUS007113,BR019,Savings,63004.59,Active,2021-03-28
ACC009165,CUS007114,BR065,Current,509473.18,Active,2025-08-04
ACC009166,CUS007115,BR011,Current,1432615.44,Active,2026-07-16
ACC009167,CUS007116,BR039,Savings,296003.49,Active,2018-05-04
ACC009168,CUS007117,BR040,Savings,110149.27,Active,2025-02-04
ACC009169,CUS007118,BR076,Savings,260028.69,Active,2025-02-16
ACC009170,CUS007118,BR063,Savings,239462.98,Active,2025-05-14
ACC009171,CUS007119,BR060,Savings,12358.43,Active,2024-10-27
ACC009172,CUS007120,BR045,Current,1488599.75,Active,2023-04-15
ACC009173,CUS007121,BR093,Fixed Deposit,343080.81,Active,2022-08-05
ACC009174,CUS007122,BR031,Savings,47830.49,Inactive,2023-03-09
ACC009175,CUS007123,BR073,Savings,122694.2,Active,2019-09-07
ACC009176,CUS007123,BR088,Salary,269575.78,Active,2019-08-02
ACC009177,CUS007124,BR041,Savings,50665.93,Active,2023-06-07
ACC009178,CUS007125,BR096,Savings,92635.79,Inactive,2024-06-25
ACC009179,CUS007126,BR035,Salary,360160.45,Active,2021-02-25
ACC009180,CUS007127,BR026,Savings,212251.08,Active,2025-10-28
ACC009181,CUS007127,BR069,Savings,221129.35,Active,2026-04-15
ACC009182,CUS007128,BR037,Savings,81751.66,Active,2019-12-18
ACC009183,CUS007129,BR027,Fixed Deposit,4811084.15,Active,2022-09-07
ACC009184,CUS007130,BR073,Savings,1792.92,Active,2021-03-12
ACC009185,CUS007131,BR053,Savings,252666.73,Active,2018-05-13
ACC009186,CUS007131,BR035,Current,1458809.41,Active,2020-03-04
ACC009187,CUS007132,BR016,Savings,166063.02,Active,2022-06-26
ACC009188,CUS007133,BR078,Salary,354341.71,Active,2024-03-25
ACC009189,CUS007134,BR041,Savings,250953.29,Active,2025-02-10
ACC009190,CUS007135,BR006,Savings,226449.81,Active,2025-07-31
ACC009191,CUS007136,BR094,Salary,432185.49,Active,2020-05-17
ACC009192,CUS007137,BR022,Fixed Deposit,905798.53,Active,2020-05-23
ACC009193,CUS007137,BR069,Current,1177084.69,Active,2020-02-03
ACC009194,CUS007137,BR037,Savings,185891.78,Active,2019-01-13
ACC009195,CUS007138,BR010,Savings,260424.61,Active,2026-01-15
ACC009196,CUS007139,BR007,Savings,156798.03,Active,2023-04-29
ACC009197,CUS007140,BR039,Savings,81099.23,Active,2019-02-17
ACC009198,CUS007141,BR006,Savings,243693.92,Active,2020-01-28
ACC009199,CUS007141,BR069,Current,443894.38,Active,2020-05-09
ACC009200,CUS007142,BR091,Savings,47146.23,Active,2021-06-30
ACC009201,CUS007143,BR077,Savings,164270.84,Active,2020-11-29
ACC009202,CUS007144,BR076,Salary,26618.77,Active,2025-04-28
ACC009203,CUS007145,BR006,Savings,234371.85,Active,2023-07-09
ACC009204,CUS007146,BR093,Savings,227213.39,Inactive,2020-12-29
ACC009205,CUS007147,BR061,Salary,272802.51,Active,2023-01-16
ACC009206,CUS007147,BR098,Savings,259163.75,Active,2022-07-22
ACC009207,CUS007148,BR030,Salary,493554.36,Active,2021-08-12
ACC009208,CUS007149,BR008,Salary,124347.14,Active,2023-11-09
ACC009209,CUS007150,BR096,Salary,220274.47,Inactive,2024-07-28
ACC009210,CUS007151,BR068,Salary,370503.01,Active,2018-06-16
ACC009211,CUS007152,BR087,Savings,160488.27,Active,2020-02-27
ACC009212,CUS007153,BR056,Savings,230427.1,Active,2024-12-22
ACC009213,CUS007154,BR086,Current,1122146.62,Active,2021-03-29
ACC009214,CUS007154,BR077,Salary,369873.16,Active,2019-01-27
ACC009215,CUS007155,BR078,Current,77291.45,Inactive,2022-07-23
ACC009216,CUS007156,BR078,Savings,95992.73,Closed,2026-01-19
ACC009217,CUS007157,BR032,Savings,62312.32,Inactive,2026-02-07
ACC009218,CUS007158,BR030,Salary,120539.39,Active,2023-02-06
ACC009219,CUS007159,BR012,Savings,21542.21,Active,2021-11-08
ACC009220,CUS007160,BR053,Salary,134941.07,Active,2023-03-21
ACC009221,CUS007161,BR047,Salary,106392.09,Active,2020-09-29
ACC009222,CUS007162,BR028,Current,686900.1,Active,2022-04-27
ACC009223,CUS007163,BR047,Salary,471830.66,Active,2023-03-30
ACC009224,CUS007164,BR093,Salary,211457.73,Active,2021-01-18
ACC009225,CUS007165,BR011,Savings,131495.44,Active,2023-10-04
ACC009226,CUS007166,BR065,Salary,49850.12,Active,2022-05-12
ACC009227,CUS007167,BR088,Savings,110154.36,Active,2023-09-06
ACC009228,CUS007167,BR086,Current,823091.14,Active,2023-10-13
ACC009229,CUS007168,BR080,Savings,221579.88,Active,2021-08-27
ACC009230,CUS007169,BR018,Savings,31709.66,Active,2022-08-06
ACC009231,CUS007170,BR020,Savings,217478.41,Active,2026-03-04
ACC009232,CUS007171,BR074,Savings,2707.98,Active,2019-03-26
ACC009233,CUS007172,BR018,Savings,220927.73,Closed,2025-10-22
ACC009234,CUS007173,BR044,Fixed Deposit,2401684.32,Active,2021-03-28
ACC009235,CUS007174,BR055,Savings,105087.49,Active,2019-02-05
ACC009236,CUS007175,BR094,Savings,162650.91,Active,2024-12-05
ACC009237,CUS007175,BR094,Savings,192370.12,Active,2022-12-18
ACC009238,CUS007176,BR086,Salary,259672.27,Active,2020-06-09
ACC009239,CUS007177,BR064,Current,1370678.39,Active,2024-03-09
ACC009240,CUS007178,BR026,Savings,146297.97,Active,2025-10-03
ACC009241,CUS007179,BR046,Current,592731.12,Active,2020-05-13
ACC009242,CUS007180,BR061,Savings,155642.41,Active,2022-04-06
ACC009243,CUS007181,BR007,Salary,95468.71,Active,2021-02-14
ACC009244,CUS007182,BR019,Salary,134377.33,Active,2025-04-08
ACC009245,CUS007182,BR030,Salary,16757.11,Active,2026-06-16
ACC009246,CUS007183,BR079,Salary,173217.8,Active,2019-10-12
ACC009247,CUS007184,BR049,Savings,27490.2,Active,2024-01-27
ACC009248,CUS007185,BR099,Current,1081295.54,Active,2022-01-22
ACC009249,CUS007186,BR087,Salary,188010.79,Active,2025-08-23
ACC009250,CUS007186,BR015,Savings,298744.68,Active,2025-06-20
ACC009251,CUS007187,BR067,Savings,86881.78,Active,2024-02-15
ACC009252,CUS007188,BR002,Savings,205729.45,Active,2024-08-02
ACC009253,CUS007189,BR086,Savings,228040.89,Closed,2020-03-07
ACC009254,CUS007190,BR019,Current,1493068.01,Active,2024-12-30
ACC009255,CUS007191,BR087,Savings,37595.21,Active,2019-04-07
ACC009256,CUS007191,BR067,Savings,199526.6,Active,2019-05-25
ACC009257,CUS007192,BR066,Savings,256543.37,Active,2020-09-01
ACC009258,CUS007193,BR070,Savings,60271.36,Active,2024-05-21
ACC009259,CUS007194,BR080,Savings,37591.97,Active,2020-05-20
ACC009260,CUS007195,BR087,Salary,407929.59,Active,2025-11-12
ACC009261,CUS007195,BR092,Savings,31131.06,Active,2026-09-26
ACC009262,CUS007196,BR055,Current,320891.76,Active,2022-01-03
ACC009263,CUS007197,BR007,Savings,272052.31,Active,2022-06-07
ACC009264,CUS007198,BR051,Current,422255.22,Active,2019-08-13
ACC009265,CUS007199,BR066,Savings,285593.37,Active,2022-03-20
ACC009266,CUS007200,BR025,Current,94812.24,Active,2023-05-29
ACC009267,CUS007201,BR031,Salary,39087.82,Active,2021-09-11
ACC009268,CUS007202,BR023,Current,219390.27,Active,2020-05-26
ACC009269,CUS007203,BR038,Savings,246875.65,Active,2024-05-25
ACC009270,CUS007204,BR052,Salary,108944.29,Active,2021-03-11
ACC009271,CUS007204,BR059,Savings,181626.0,Active,2021-04-07
ACC009272,CUS007205,BR051,Fixed Deposit,2368970.78,Active,2021-07-18
ACC009273,CUS007206,BR077,Current,436873.6,Active,2019-09-29
ACC009274,CUS007207,BR028,Current,277219.08,Active,2019-07-25
ACC009275,CUS007208,BR031,Savings,223368.78,Active,2022-08-01
ACC009276,CUS007208,BR012,Savings,29029.67,Active,2022-05-05
ACC009277,CUS007208,BR065,Current,1393700.33,Active,2023-07-08
ACC009278,CUS007209,BR016,Salary,264370.32,Inactive,2025-01-16
ACC009279,CUS007210,BR006,Savings,288006.71,Active,2025-07-18
ACC009280,CUS007210,BR083,Salary,329275.71,Active,2023-12-21
ACC009281,CUS007211,BR009,Savings,37273.22,Active,2020-10-01
ACC009282,CUS007212,BR066,Current,632420.25,Active,2025-05-31
ACC009283,CUS007213,BR089,Current,211708.89,Active,2025-02-24
ACC009284,CUS007214,BR003,Savings,180356.28,Active,2024-04-26
ACC009285,CUS007215,BR087,Salary,78612.17,Active,2023-04-28
ACC009286,CUS007215,BR038,Salary,400829.28,Active,2023-03-08
ACC009287,CUS007216,BR003,Savings,195368.5,Inactive,2018-10-07
ACC009288,CUS007217,BR084,Fixed Deposit,582054.08,Inactive,2024-05-10
ACC009289,CUS007217,BR100,Salary,155248.19,Active,2023-03-12
ACC009290,CUS007218,BR047,Savings,255894.14,Active,2020-12-02
ACC009291,CUS007219,BR046,Savings,1278.84,Active,2022-07-29
ACC009292,CUS007220,BR033,Savings,124899.77,Inactive,2023-09-12
ACC009293,CUS007220,BR028,Salary,16972.63,Active,2024-06-22
ACC009294,CUS007221,BR088,Salary,195648.99,Active,2023-12-20
ACC009295,CUS007222,BR092,Savings,138435.46,Active,2018-09-27
ACC009296,CUS007223,BR096,Current,527879.75,Active,2025-07-28
ACC009297,CUS007224,BR039,Current,1412907.03,Inactive,2026-04-27
ACC009298,CUS007224,BR097,Salary,340529.9,Active,2025-01-24
ACC009299,CUS007225,BR084,Savings,122768.31,Active,2021-04-27
ACC009300,CUS007226,BR012,Savings,111627.24,Inactive,2024-08-02
ACC009301,CUS007227,BR013,Salary,284849.92,Active,2024-10-26
ACC009302,CUS007228,BR088,Current,345737.21,Active,2022-08-04
ACC009303,CUS007229,BR074,Current,987475.67,Active,2025-05-08
ACC009304,CUS007230,BR081,Savings,113769.96,Inactive,2025-02-28
ACC009305,CUS007231,BR092,Savings,89557.3,Inactive,2020-06-20
ACC009306,CUS007232,BR063,Fixed Deposit,2645489.64,Active,2025-05-20
ACC009307,CUS007233,BR080,Savings,122155.58,Active,2022-11-07
ACC009308,CUS007234,BR029,Salary,63792.63,Active,2020-09-28
ACC009309,CUS007235,BR080,Fixed Deposit,3531506.83,Active,2025-11-01
ACC009310,CUS007236,BR017,Current,305390.37,Active,2018-11-07
ACC009311,CUS007237,BR060,Savings,284309.87,Active,2022-05-08
ACC009312,CUS007238,BR023,Savings,148735.94,Active,2020-12-09
ACC009313,CUS007239,BR047,Savings,204756.53,Active,2025-04-27
ACC009314,CUS007240,BR059,Fixed Deposit,448902.74,Active,2023-01-08
ACC009315,CUS007241,BR016,Savings,46954.54,Active,2020-09-10
ACC009316,CUS007242,BR016,Salary,278516.79,Active,2018-12-22
ACC009317,CUS007243,BR096,Savings,118049.67,Active,2019-12-25
ACC009318,CUS007243,BR088,Savings,155826.84,Active,2021-08-11
ACC009319,CUS007244,BR037,Savings,231133.72,Active,2021-07-15
ACC009320,CUS007245,BR046,Savings,220728.18,Active,2024-02-19
ACC009321,CUS007246,BR038,Fixed Deposit,3793178.61,Active,2026-07-03
ACC009322,CUS007247,BR084,Fixed Deposit,857621.55,Inactive,2022-07-15
ACC009323,CUS007247,BR098,Savings,59171.89,Active,2020-09-06
ACC009324,CUS007248,BR018,Current,722836.45,Inactive,2025-04-14
ACC009325,CUS007249,BR025,Salary,169931.81,Closed,2023-03-26
ACC009326,CUS007250,BR079,Salary,277926.1,Active,2019-03-23
ACC009327,CUS007251,BR013,Fixed Deposit,3750658.32,Active,2020-08-03
ACC009328,CUS007252,BR011,Savings,283554.05,Active,2025-08-23
ACC009329,CUS007252,BR058,Savings,281809.8,Active,2024-08-29
ACC009330,CUS007253,BR030,Savings,117814.35,Active,2022-02-10
ACC009331,CUS007254,BR001,Current,256686.46,Active,2021-09-06
ACC009332,CUS007255,BR079,Salary,403562.94,Active,2023-04-04
ACC009333,CUS007255,BR007,Current,1075825.97,Active,2024-04-14
ACC009334,CUS007256,BR021,Salary,346955.38,Inactive,2024-09-28
ACC009335,CUS007257,BR083,Savings,69166.35,Active,2023-02-19
ACC009336,CUS007257,BR079,Current,88752.18,Active,2022-11-29
ACC009337,CUS007258,BR072,Savings,118805.22,Active,2024-01-23
ACC009338,CUS007259,BR087,Savings,5389.89,Active,2023-05-18
ACC009339,CUS007260,BR053,Savings,21963.35,Active,2026-05-07
ACC009340,CUS007261,BR004,Salary,439570.77,Active,2025-03-05
ACC009341,CUS007262,BR025,Savings,111956.53,Active,2021-06-18
ACC009342,CUS007263,BR045,Salary,102109.92,Active,2025-04-15
ACC009343,CUS007264,BR035,Current,289217.02,Active,2025-05-03
ACC009344,CUS007265,BR025,Savings,210382.16,Active,2019-06-20
ACC009345,CUS007266,BR060,Savings,261568.85,Active,2024-08-01
ACC009346,CUS007267,BR056,Savings,117082.85,Active,2024-11-04
ACC009347,CUS007268,BR014,Fixed Deposit,1653661.56,Active,2022-06-11
ACC009348,CUS007268,BR078,Salary,134315.29,Active,2022-10-18
ACC009349,CUS007269,BR004,Savings,2809.14,Active,2025-02-27
ACC009350,CUS007270,BR018,Current,314609.76,Active,2024-11-11
ACC009351,CUS007271,BR053,Salary,470045.3,Active,2026-04-22
ACC009352,CUS007272,BR037,Salary,136602.06,Active,2021-12-03
ACC009353,CUS007273,BR050,Savings,190216.84,Active,2022-06-19
ACC009354,CUS007274,BR013,Savings,165152.65,Active,2026-01-30
ACC009355,CUS007275,BR010,Salary,380578.28,Active,2022-09-22
ACC009356,CUS007275,BR074,Fixed Deposit,1059145.81,Active,2022-07-02
ACC009357,CUS007276,BR093,Savings,90993.29,Active,2021-11-21
ACC009358,CUS007277,BR003,Salary,490755.18,Active,2021-08-10
ACC009359,CUS007278,BR048,Savings,268693.02,Active,2021-02-10
ACC009360,CUS007279,BR073,Savings,158095.43,Active,2019-05-06
ACC009361,CUS007280,BR023,Savings,53769.8,Active,2020-09-16
ACC009362,CUS007280,BR034,Savings,8647.26,Inactive,2021-02-23
ACC009363,CUS007280,BR084,Current,490411.18,Active,2021-02-25
ACC009364,CUS007281,BR066,Savings,102111.19,Active,2026-07-29
ACC009365,CUS007282,BR003,Current,520942.48,Active,2023-01-18
ACC009366,CUS007283,BR086,Salary,456795.27,Active,2020-03-22
ACC009367,CUS007284,BR002,Savings,89287.17,Active,2023-11-21
ACC009368,CUS007284,BR036,Savings,232609.07,Active,2023-11-04
ACC009369,CUS007284,BR039,Savings,226810.72,Active,2023-02-13
ACC009370,CUS007285,BR013,Savings,101620.31,Active,2022-10-05
ACC009371,CUS007286,BR012,Fixed Deposit,616872.88,Active,2019-07-17
ACC009372,CUS007286,BR008,Fixed Deposit,72993.73,Active,2019-08-01
ACC009373,CUS007287,BR067,Savings,238428.82,Active,2021-10-16
ACC009374,CUS007288,BR071,Savings,281046.71,Inactive,2022-07-09
ACC009375,CUS007288,BR080,Savings,236148.52,Active,2023-10-28
ACC009376,CUS007289,BR047,Savings,291731.56,Active,2022-11-01
ACC009377,CUS007290,BR082,Salary,14098.13,Active,2020-09-28
ACC009378,CUS007291,BR014,Savings,298696.4,Inactive,2020-07-30
ACC009379,CUS007291,BR015,Current,743085.15,Active,2021-08-18
ACC009380,CUS007292,BR011,Savings,29565.75,Active,2025-02-12
ACC009381,CUS007292,BR058,Salary,125343.1,Active,2024-10-05
ACC009382,CUS007293,BR098,Salary,384893.88,Active,2025-09-30
ACC009383,CUS007293,BR030,Salary,131146.4,Active,2025-01-30
ACC009384,CUS007294,BR005,Savings,37305.88,Active,2022-01-21
ACC009385,CUS007295,BR075,Savings,139672.05,Active,2020-09-27
ACC009386,CUS007296,BR012,Salary,222314.45,Active,2026-11-16
ACC009387,CUS007297,BR071,Savings,247356.11,Inactive,2020-11-13
ACC009388,CUS007298,BR044,Savings,206868.17,Active,2026-07-19
ACC009389,CUS007299,BR023,Savings,250049.78,Active,2024-06-03
ACC009390,CUS007300,BR099,Salary,265245.57,Active,2020-08-10
ACC009391,CUS007301,BR022,Current,964587.82,Active,2022-12-23
ACC009392,CUS007302,BR059,Current,1325784.29,Active,2020-06-01
ACC009393,CUS007303,BR061,Salary,44330.98,Active,2022-09-21
ACC009394,CUS007304,BR012,Savings,7972.9,Active,2025-09-21
ACC009395,CUS007305,BR069,Savings,83187.61,Active,2021-05-31
ACC009396,CUS007305,BR002,Savings,255440.25,Active,2022-12-10
ACC009397,CUS007306,BR041,Savings,220087.79,Active,2021-01-14
ACC009398,CUS007307,BR027,Savings,161384.65,Active,2019-04-04
ACC009399,CUS007308,BR015,Current,12260.68,Active,2022-06-14
ACC009400,CUS007309,BR067,Savings,99243.98,Inactive,2020-07-28
ACC009401,CUS007310,BR013,Fixed Deposit,1591554.45,Active,2023-02-13
ACC009402,CUS007311,BR025,Savings,251131.67,Active,2021-06-09
ACC009403,CUS007312,BR003,Savings,104631.39,Active,2025-12-11
ACC009404,CUS007313,BR043,Savings,242195.36,Active,2019-11-10
ACC009405,CUS007314,BR026,Savings,14673.06,Active,2024-03-30
ACC009406,CUS007315,BR024,Salary,480711.99,Active,2025-07-21
ACC009407,CUS007316,BR088,Salary,359259.74,Inactive,2023-06-14
ACC009408,CUS007316,BR082,Savings,135657.59,Active,2022-05-19
ACC009409,CUS007317,BR090,Savings,184332.99,Active,2024-08-20
ACC009410,CUS007317,BR021,Savings,87521.45,Active,2022-12-19
ACC009411,CUS007318,BR038,Salary,138562.65,Active,2022-12-25
ACC009412,CUS007319,BR007,Savings,221187.67,Active,2021-01-09
ACC009413,CUS007320,BR100,Savings,45431.49,Active,2025-09-27
ACC009414,CUS007321,BR022,Salary,393261.58,Active,2024-03-22
ACC009415,CUS007321,BR019,Savings,9849.25,Active,2024-03-26
ACC009416,CUS007322,BR064,Savings,75545.59,Active,2022-05-07
ACC009417,CUS007323,BR034,Savings,26014.19,Active,2025-04-13
ACC009418,CUS007324,BR071,Savings,214084.93,Active,2021-02-06
ACC009419,CUS007325,BR025,Savings,237790.31,Active,2023-11-02
ACC009420,CUS007325,BR007,Salary,107542.78,Active,2025-11-04
ACC009421,CUS007326,BR013,Savings,157072.67,Active,2025-02-25
ACC009422,CUS007327,BR036,Savings,75987.99,Active,2024-03-30
ACC009423,CUS007328,BR037,Salary,56914.06,Active,2019-04-04
ACC009424,CUS007329,BR064,Savings,261399.74,Active,2022-09-27
ACC009425,CUS007330,BR081,Savings,213526.35,Active,2020-01-04
ACC009426,CUS007331,BR035,Fixed Deposit,3993834.94,Active,2021-01-10
ACC009427,CUS007332,BR055,Salary,466164.56,Inactive,2020-05-14
ACC009428,CUS007332,BR084,Savings,164740.24,Active,2020-08-09
ACC009429,CUS007332,BR032,Savings,4413.04,Active,2021-01-02
ACC009430,CUS007333,BR073,Savings,59439.83,Inactive,2021-09-21
ACC009431,CUS007334,BR061,Current,992061.96,Active,2023-01-07
ACC009432,CUS007335,BR083,Savings,21007.17,Active,2022-09-25
ACC009433,CUS007336,BR049,Current,370794.87,Active,2024-11-11
ACC009434,CUS007336,BR093,Fixed Deposit,1874338.23,Inactive,2024-07-15
ACC009435,CUS007337,BR069,Salary,284730.5,Active,2020-09-04
ACC009436,CUS007337,BR011,Savings,174191.93,Active,2020-11-14
ACC009437,CUS007338,BR021,Savings,39675.15,Active,2018-09-16
ACC009438,CUS007339,BR056,Savings,152432.35,Active,2024-03-17
ACC009439,CUS007340,BR037,Savings,276973.11,Inactive,2023-12-07
ACC009440,CUS007341,BR009,Savings,254045.11,Active,2023-02-03
ACC009441,CUS007341,BR090,Current,1491350.68,Active,2023-03-21
ACC009442,CUS007342,BR091,Savings,280602.13,Active,2025-08-08
ACC009443,CUS007342,BR029,Savings,286928.18,Active,2024-04-22
ACC009444,CUS007342,BR057,Savings,143836.41,Inactive,2025-04-01
ACC009445,CUS007343,BR026,Salary,92896.79,Active,2021-10-15
ACC009446,CUS007343,BR045,Savings,271474.1,Active,2022-06-04
ACC009447,CUS007344,BR080,Savings,154314.02,Active,2021-07-18
ACC009448,CUS007345,BR068,Current,570220.55,Active,2021-08-06
ACC009449,CUS007346,BR038,Savings,290915.4,Inactive,2024-01-02
ACC009450,CUS007347,BR051,Savings,185115.49,Inactive,2025-06-29
ACC009451,CUS007347,BR040,Fixed Deposit,742549.02,Active,2024-05-27
ACC009452,CUS007348,BR095,Savings,71147.19,Active,2022-03-01
