merchant_id,merchant_name,category,city,state
MER00894,McDonald's 894,Restaurant,Chennai,Tamil Nadu
MER00895,Westside 895,Fashion,Warangal,Telangana
MER00896,More Supermarket 896,Supermarket,Madurai,Tamil Nadu
MER00897,Croma 897,Electronics,Jaipur,Rajasthan
MER00898,More Supermarket 898,Supermarket,Guwahati,Assam
MER00899,Domino's 899,Restaurant,Bhubaneswar,Odisha
MER00900,KFC 900,Restaurant,Gurugram,Haryana
MER00901,Vijay Sales 901,Electronics,Guwahati,Assam
MER00902,Domino's 902,Restaurant,Warangal,Telangana
MER00903,KFC 903,Restaurant,Jamshedpur,Jharkhand
MER00904,Westside 904,Fashion,Gurugram,Haryana
MER00905,McDonald's 905,Restaurant,Jamshedpur,Jharkhand
MER00906,Spencer's 906,Supermarket,Bhubaneswar,Odisha
MER00907,Starbucks 907,Cafe,Warangal,Telangana
MER00908,MedPlus 908,Healthcare,Gurugram,Haryana
MER00909,Lifestyle 909,Fashion,Kolhapur,Maharashtra
MER00910,Apollo Pharmacy 910,Healthcare,Raipur,Chhattisgarh
MER00911,Big Bazaar 911,Supermarket,Trivandrum,Kerala
MER00912,Pantaloons 912,Fashion,Gaya,Bihar
MER00913,Spencer's 913,Supermarket,Rajkot,Gujarat
MER00914,Domino's 914,Restaurant,Aurangabad,Maharashtra
MER00915,Apollo Pharmacy 915,Healthcare,Raipur,Chhattisgarh
MER00916,DMart 916,Supermarket,Jalandhar,Punjab
MER00917,Reliance Fresh 917,Supermarket,Haridwar,Uttarakhand
MER00918,MedPlus 918,Healthcare,Cuttack,Odisha
MER00919,Reliance Digital 919,Electronics,Bhubaneswar,Odisha
MER00920,Big Bazaar 920,Supermarket,Chennai,Tamil Nadu
MER00921,Lifestyle 921,Fashion,Durgapur,West Bengal
MER00922,Starbucks 922,Cafe,Gaya,Bihar
MER00923,Reliance Trends 923,Fashion,Kolkata,West Bengal
MER00924,More Supermarket 924,Supermarket,Kolkata,West Bengal
MER00925,KFC 925,Restaurant,Dehradun,Uttarakhand
MER00926,McDonald's 926,Restaurant,Faridabad,Haryana
MER00927,Zudio 927,Fashion,Bhopal,Madhya Pradesh
MER00928,MedPlus 928,Healthcare,Faridabad,Haryana
MER00929,Decathlon 929,Sports,Gurugram,Haryana
MER00930,Pantaloons 930,Fashion,Gwalior,Madhya Pradesh
MER00931,Pantaloons 931,Fashion,Nizamabad,Telangana
MER00932,Decathlon 932,Sports,Lucknow,Uttar Pradesh
MER00933,KFC 933,Restaurant,New Delhi,Delhi
MER00934,Spencer's 934,Supermarket,Bilaspur,Chhattisgarh
MER00935,Reliance Trends 935,Fashion,Madurai,Tamil Nadu
MER00936,Apollo Pharmacy 936,Healthcare,Vadodara,Gujarat
MER00937,Croma 937,Electronics,Madurai,Tamil Nadu
MER00938,Lifestyle 938,Fashion,Guwahati,Assam
MER00939,Reliance Fresh 939,Supermarket,Guwahati,Assam
MER00940,Pantaloons 940,Fashion,Cuttack,Odisha
MER00941,McDonald's 941,Restaurant,Haridwar,Uttarakhand
MER00942,KFC 942,Restaurant,Guwahati,Assam
MER00943,Reliance Fresh 943,Supermarket,Faridabad,Haryana
MER00944,Spencer's 944,Supermarket,Gurugram,Haryana
MER00945,Croma 945,Electronics,Jamshedpur,Jharkhand
MER00946,Starbucks 946,Cafe,Lucknow,Uttar Pradesh
MER00947,Decathlon 947,Sports,Ahmedabad,Gujarat
MER00948,KFC 948,Restaurant,Hyderabad,Telangana
MER00949,Lifestyle 949,Fashion,Warangal,Telangana
MER00950,Apollo Pharmacy 950,Healthcare,Vadodara,Gujarat
MER00951,Zudio 951,Fashion,Aurangabad,Maharashtra
MER00952,MedPlus 952,Healthcare,Coimbatore,Tamil Nadu
MER00953,Reliance Fresh 953,Supermarket,Vadodara,Gujarat
MER00954,Apollo Pharmacy 954,Healthcare,Mysuru,Karnataka
MER00955,Starbucks 955,Cafe,Jamshedpur,Jharkhand
MER00956,DMart 956,Supermarket,Delhi,Delhi
MER00957,Reliance Fresh 957,Supermarket,Guwahati,Assam
MER00958,Croma 958,Electronics,Amritsar,Punjab
MER00959,Pantaloons 959,Fashion,Ranchi,Jharkhand
MER00960,DMart 960,Supermarket,Margao,Goa
MER00961,Vijay Sales 961,Electronics,Haridwar,Uttarakhand
MER00962,Pantaloons 962,Fashion,Rajkot,Gujarat
MER00963,Lifestyle 963,Fashion,Ghaziabad,Uttar Pradesh
MER00964,Pantaloons 964,Fashion,Hyderabad,Telangana
MER00965,MedPlus 965,Healthcare,Bhopal,Madhya Pradesh
MER00966,Decathlon 966,Sports,Patna,Bihar
MER00967,Apollo Pharmacy 967,Healthcare,Lucknow,Uttar Pradesh
MER00968,Westside 968,Fashion,Panaji,Goa
MER00969,Big Bazaar 969,Supermarket,Surat,Gujarat
MER00970,Zudio 970,Fashion,Kolhapur,Maharashtra
MER00971,Vijay Sales 971,Electronics,Udaipur,Rajasthan
MER00972,Spencer's 972,Supermarket,Gurugram,Haryana
MER00973,Westside 973,Fashion,Delhi,Delhi
MER00974,Reliance Fresh 974,Supermarket,Nizamabad,Telangana
MER00975,KFC 975,Restaurant,Panaji,Goa
MER00976,Pantaloons 976,Fashion,Udaipur,Rajasthan
MER00977,Pantaloons 977,Fashion,Nizamabad,Telangana
MER00978,More Supermarket 978,Supermarket,Margao,Goa
MER00979,More Supermarket 979,Supermarket,Ranchi,Jharkhand
MER00980,McDonald's 980,Restaurant,Kozhikode,Kerala
MER00981,KFC 981,Restaurant,Kanpur,Uttar Pradesh
MER00982,Decathlon 982,Sports,Guwahati,Assam
MER00983,Westside 983,Fashion,Delhi,Delhi
MER00984,Apollo Pharmacy 984,Healthcare,Jamshedpur,Jharkhand
MER00985,Domino's 985,Restaurant,Chennai,Tamil Nadu
MER00986,Croma 986,Electronics,Kolkata,West Bengal
MER00987,Reliance Fresh 987,Supermarket,Mysuru,Karnataka
MER00988,McDonald's 988,Restaurant,Kanpur,Uttar Pradesh
MER00989,Starbucks 989,Cafe,Vadodara,Gujarat
MER00990,KFC 990,Restaurant,Bilaspur,Chhattisgarh
MER00991,Starbucks 991,Cafe,Bhopal,Madhya Pradesh
MER00992,Lifestyle 992,Fashion,Howrah,West Bengal
MER00993,Pantaloons 993,Fashion,Cuttack,Odisha
MER00994,KFC 994,Restaurant,Gurugram,Haryana
MER00995,Pantaloons 995,Fashion,Howrah,West Bengal
MER00996,Reliance Fresh 996,Supermarket,Margao,Goa
MER00997,DMart 997,Supermarket,Trivandrum,Kerala
MER00998,Croma 998,Electronics,Salem,Tamil Nadu
MER00999,Starbucks 999,Cafe,Delhi,Delhi
MER01000,KFC 1000,Restaurant,Durgapur,West Bengal
